	avail_bikes	timestamp
4073	18	2016-01-04 07:00:00
694	8	2016-01-04 08:00:00
423	7	2016-01-04 09:00:00
2242	19	2016-01-04 10:00:00
1609	14	2016-01-04 11:00:00
456	13	2016-01-04 12:00:00
3574	12	2016-01-04 13:00:00
1262	14	2016-01-04 14:00:00
1892	16	2016-01-04 15:00:00
4762	26	2016-01-04 19:00:00
2951	29	2016-01-04 20:00:00
3287	29	2016-01-04 21:00:00
1574	27	2016-01-04 22:00:00
2329	26	2016-01-04 23:00:00
2456	28	2016-01-05 00:00:00
964	28	2016-01-05 01:00:00
1253	28	2016-01-05 02:00:00
2191	28	2016-01-05 03:00:00
2483	28	2016-01-05 04:00:00
3456	27	2016-01-05 05:00:00
3648	25	2016-01-05 06:00:00
4816	22	2016-01-05 07:00:00
594	22	2016-01-05 08:00:00
982	24	2016-01-05 09:00:00
1204	25	2016-01-05 10:00:00
2289	23	2016-01-05 11:00:00
1060	25	2016-01-05 12:00:00
2712	25	2016-01-05 13:00:00
1996	24	2016-01-05 14:00:00
1415	23	2016-01-05 15:00:00
981	19	2016-01-05 16:00:00
290	17	2016-01-05 17:00:00
4747	15	2016-01-05 18:00:00
4123	15	2016-01-05 19:00:00
3405	19	2016-01-05 20:00:00
2592	19	2016-01-05 21:00:00
2246	18	2016-01-05 22:00:00
1224	16	2016-01-05 23:00:00
4290	16	2016-01-06 00:00:00
1416	15	2016-01-06 01:00:00
799	15	2016-01-06 02:00:00
390	15	2016-01-06 03:00:00
4525	15	2016-01-06 04:00:00
4133	15	2016-01-06 05:00:00
3138	13	2016-01-06 06:00:00
2865	12	2016-01-06 07:00:00
2304	10	2016-01-06 08:00:00
1412	5	2016-01-06 09:00:00
747	12	2016-01-06 10:00:00
477	16	2016-01-06 11:00:00
3962	15	2016-01-06 12:00:00
1987	13	2016-01-06 13:00:00
2594	15	2016-01-06 14:00:00
3173	19	2016-01-06 15:00:00
4009	23	2016-01-06 16:00:00
4584	26	2016-01-06 17:00:00
257	23	2016-01-06 18:00:00
913	30	2016-01-06 19:00:00
1788	32	2016-01-06 20:00:00
2192	32	2016-01-06 21:00:00
2822	33	2016-01-06 22:00:00
3095	32	2016-01-06 23:00:00
4036	30	2016-01-07 00:00:00
1898	30	2016-01-07 01:00:00
147	30	2016-01-07 02:00:00
1022	30	2016-01-07 03:00:00
3646	29	2016-01-07 04:00:00
4754	28	2016-01-07 05:00:00
2641	25	2016-01-07 06:00:00
3495	23	2016-01-07 07:00:00
1362	18	2016-01-07 08:00:00
1842	17	2016-01-07 09:00:00
119	23	2016-01-07 10:00:00
606	29	2016-01-07 11:00:00
4394	35	2016-01-07 12:00:00
1561	34	2016-01-07 13:00:00
3202	31	2016-01-07 14:00:00
2559	31	2016-01-07 15:00:00
4341	31	2016-01-07 16:00:00
4213	31	2016-01-07 17:00:00
659	32	2016-01-07 18:00:00
107	34	2016-01-07 19:00:00
2390	34	2016-01-07 20:00:00
1381	31	2016-01-07 21:00:00
3593	28	2016-01-07 22:00:00
2820	27	2016-01-07 23:00:00
1076	27	2016-01-08 00:00:00
2766	27	2016-01-08 01:00:00
4712	28	2016-01-08 02:00:00
3943	28	2016-01-08 03:00:00
1169	28	2016-01-08 04:00:00
251	27	2016-01-08 05:00:00
1893	25	2016-01-08 06:00:00
1453	21	2016-01-08 07:00:00
3018	11	2016-01-08 08:00:00
2626	9	2016-01-08 09:00:00
4332	11	2016-01-08 10:00:00
3900	12	2016-01-08 11:00:00
2992	20	2016-01-08 12:00:00
862	15	2016-01-08 13:00:00
3742	18	2016-01-08 14:00:00
4501	21	2016-01-08 15:00:00
2599	24	2016-01-08 16:00:00
3560	23	2016-01-08 17:00:00
1261	27	2016-01-08 18:00:00
2366	31	2016-01-08 19:00:00
494	32	2016-01-08 20:00:00
939	33	2016-01-08 21:00:00
4139	30	2016-01-08 22:00:00
4480	27	2016-01-08 23:00:00
509	27	2016-01-09 00:00:00
3501	26	2016-01-09 01:00:00
4015	25	2016-01-09 02:00:00
4707	23	2016-01-09 03:00:00
76	25	2016-01-09 04:00:00
686	25	2016-01-09 05:00:00
1668	23	2016-01-09 06:00:00
2235	23	2016-01-09 07:00:00
2694	23	2016-01-09 08:00:00
3264	20	2016-01-09 09:00:00
4071	15	2016-01-09 10:00:00
4557	14	2016-01-09 11:00:00
3528	22	2016-01-09 12:00:00
84	23	2016-01-09 13:00:00
4397	28	2016-01-09 14:00:00
3944	32	2016-01-09 15:00:00
3324	33	2016-01-09 16:00:00
2821	30	2016-01-09 17:00:00
1819	23	2016-01-09 18:00:00
1450	23	2016-01-09 19:00:00
854	25	2016-01-09 20:00:00
447	24	2016-01-09 21:00:00
4506	20	2016-01-09 22:00:00
3699	18	2016-01-09 23:00:00
4016	22	2016-01-10 00:00:00
2265	18	2016-01-10 01:00:00
22	16	2016-01-10 02:00:00
956	17	2016-01-10 03:00:00
3628	17	2016-01-10 04:00:00
4614	17	2016-01-10 05:00:00
2619	17	2016-01-10 06:00:00
3605	17	2016-01-10 07:00:00
1401	17	2016-01-10 08:00:00
1908	12	2016-01-10 09:00:00
414	11	2016-01-10 10:00:00
781	7	2016-01-10 11:00:00
4647	8	2016-01-10 12:00:00
1736	5	2016-01-10 13:00:00
3469	6	2016-01-10 14:00:00
2445	5	2016-01-10 15:00:00
4437	1	2016-01-10 16:00:00
3710	3	2016-01-10 17:00:00
855	6	2016-01-10 18:00:00
478	11	2016-01-10 19:00:00
2089	20	2016-01-10 20:00:00
1369	19	2016-01-10 21:00:00
3250	18	2016-01-10 22:00:00
2709	19	2016-01-10 23:00:00
4384	16	2016-01-11 00:00:00
1782	17	2016-01-11 01:00:00
1146	17	2016-01-11 02:00:00
184	17	2016-01-11 03:00:00
4710	17	2016-01-11 04:00:00
3794	16	2016-01-11 05:00:00
3164	15	2016-01-11 06:00:00
2795	15	2016-01-11 07:00:00
2373	7	2016-01-11 08:00:00
1387	3	2016-01-11 09:00:00
761	8	2016-01-11 10:00:00
400	7	2016-01-11 11:00:00
3769	6	2016-01-11 12:00:00
1860	10	2016-01-11 13:00:00
2409	9	2016-01-11 14:00:00
3387	8	2016-01-11 15:00:00
4189	10	2016-01-11 16:00:00
4626	12	2016-01-11 17:00:00
350	13	2016-01-11 18:00:00
714	25	2016-01-11 19:00:00
1780	24	2016-01-11 20:00:00
2074	29	2016-01-11 21:00:00
2774	29	2016-01-11 22:00:00
3144	29	2016-01-11 23:00:00
2894	25	2016-01-12 00:00:00
1000	25	2016-01-12 01:00:00
1746	25	2016-01-12 02:00:00
1869	25	2016-01-12 03:00:00
2655	25	2016-01-12 04:00:00
3379	25	2016-01-12 05:00:00
4003	24	2016-01-12 06:00:00
4300	20	2016-01-12 07:00:00
285	14	2016-01-12 08:00:00
938	10	2016-01-12 09:00:00
1690	16	2016-01-12 10:00:00
2288	15	2016-01-12 11:00:00
614	21	2016-01-12 12:00:00
2989	25	2016-01-12 13:00:00
2080	27	2016-01-12 14:00:00
1677	24	2016-01-12 15:00:00
1087	25	2016-01-12 16:00:00
114	24	2016-01-12 17:00:00
4364	24	2016-01-12 18:00:00
3787	7	2016-01-12 19:00:00
3587	12	2016-01-12 20:00:00
2637	13	2016-01-12 21:00:00
2325	12	2016-01-12 22:00:00
1236	10	2016-01-12 23:00:00
3231	8	2016-01-13 00:00:00
404	8	2016-01-13 01:00:00
1811	7	2016-01-13 02:00:00
1532	7	2016-01-13 03:00:00
3384	7	2016-01-13 04:00:00
2493	7	2016-01-13 05:00:00
4468	6	2016-01-13 06:00:00
3933	1	2016-01-13 07:00:00
840	0	2016-01-13 08:00:00
48	0	2016-01-13 09:00:00
1955	3	2016-01-13 10:00:00
1589	2	2016-01-13 11:00:00
98	5	2016-01-13 12:00:00
3013	7	2016-01-13 13:00:00
1473	6	2016-01-13 14:00:00
1956	5	2016-01-13 15:00:00
403	10	2016-01-13 16:00:00
883	10	2016-01-13 17:00:00
3656	9	2016-01-13 18:00:00
4282	13	2016-01-13 19:00:00
2501	20	2016-01-13 20:00:00
3358	21	2016-01-13 21:00:00
1758	24	2016-01-13 22:00:00
2156	21	2016-01-13 23:00:00
1475	24	2016-01-14 00:00:00
4354	26	2016-01-14 01:00:00
2707	26	2016-01-14 02:00:00
3219	26	2016-01-14 03:00:00
1696	27	2016-01-14 04:00:00
1900	27	2016-01-14 05:00:00
221	26	2016-01-14 06:00:00
831	25	2016-01-14 07:00:00
4094	17	2016-01-14 08:00:00
4625	15	2016-01-14 09:00:00
2408	22	2016-01-14 10:00:00
3373	27	2016-01-14 11:00:00
2164	32	2016-01-14 12:00:00
3970	31	2016-01-14 13:00:00
766	31	2016-01-14 14:00:00
108	25	2016-01-14 15:00:00
2377	28	2016-01-14 16:00:00
1756	29	2016-01-14 17:00:00
3259	27	2016-01-14 18:00:00
2435	25	2016-01-14 19:00:00
4316	30	2016-01-14 20:00:00
3700	26	2016-01-14 21:00:00
1018	25	2016-01-14 22:00:00
487	20	2016-01-14 23:00:00
2213	18	2016-01-15 00:00:00
3999	20	2016-01-15 01:00:00
3008	20	2016-01-15 02:00:00
2880	21	2016-01-15 03:00:00
2085	21	2016-01-15 04:00:00
1607	22	2016-01-15 05:00:00
904	19	2016-01-15 06:00:00
139	15	2016-01-15 07:00:00
4427	3	2016-01-15 08:00:00
4012	0	2016-01-15 09:00:00
3408	5	2016-01-15 10:00:00
2743	11	2016-01-15 11:00:00
1424	11	2016-01-15 12:00:00
4345	12	2016-01-15 13:00:00
504	11	2016-01-15 14:00:00
626	7	2016-01-15 15:00:00
1671	11	2016-01-15 16:00:00
2228	13	2016-01-15 17:00:00
2587	21	2016-01-15 18:00:00
3308	28	2016-01-15 19:00:00
4091	34	2016-01-15 20:00:00
4575	35	2016-01-15 21:00:00
256	32	2016-01-15 22:00:00
1004	33	2016-01-15 23:00:00
523	35	2016-01-16 00:00:00
3411	36	2016-01-16 01:00:00
3802	36	2016-01-16 02:00:00
4431	36	2016-01-16 03:00:00
359	37	2016-01-16 04:00:00
1101	37	2016-01-16 05:00:00
1494	36	2016-01-16 06:00:00
2216	36	2016-01-16 07:00:00
2490	36	2016-01-16 08:00:00
3356	37	2016-01-16 09:00:00
4205	32	2016-01-16 10:00:00
4435	31	2016-01-16 11:00:00
3069	32	2016-01-16 12:00:00
393	30	2016-01-16 13:00:00
4266	17	2016-01-16 14:00:00
3823	12	2016-01-16 15:00:00
3015	14	2016-01-16 16:00:00
2500	13	2016-01-16 17:00:00
2111	15	2016-01-16 18:00:00
1662	16	2016-01-16 19:00:00
615	25	2016-01-16 20:00:00
171	33	2016-01-16 21:00:00
4509	32	2016-01-16 22:00:00
4147	31	2016-01-16 23:00:00
625	26	2016-01-17 00:00:00
2808	26	2016-01-17 01:00:00
4787	28	2016-01-17 02:00:00
3973	27	2016-01-17 03:00:00
1100	27	2016-01-17 04:00:00
566	27	2016-01-17 05:00:00
1855	27	2016-01-17 06:00:00
1370	26	2016-01-17 07:00:00
3455	25	2016-01-17 08:00:00
2570	24	2016-01-17 09:00:00
4578	22	2016-01-17 10:00:00
3761	19	2016-01-17 11:00:00
2817	18	2016-01-17 12:00:00
611	18	2016-01-17 13:00:00
3788	31	2016-01-17 14:00:00
4690	26	2016-01-17 15:00:00
2414	23	2016-01-17 16:00:00
3608	27	2016-01-17 17:00:00
1373	29	2016-01-17 18:00:00
1799	30	2016-01-17 19:00:00
427	33	2016-01-17 20:00:00
832	34	2016-01-17 21:00:00
4066	33	2016-01-17 22:00:00
4296	34	2016-01-17 23:00:00
3712	30	2016-01-18 00:00:00
2210	30	2016-01-18 01:00:00
542	30	2016-01-18 02:00:00
1033	29	2016-01-18 03:00:00
4108	30	2016-01-18 04:00:00
4691	30	2016-01-18 05:00:00
2420	29	2016-01-18 06:00:00
3091	28	2016-01-18 07:00:00
1701	29	2016-01-18 08:00:00
2266	26	2016-01-18 09:00:00
28	24	2016-01-18 10:00:00
717	21	2016-01-18 11:00:00
4679	21	2016-01-18 12:00:00
1365	24	2016-01-18 13:00:00
3426	28	2016-01-18 14:00:00
2459	29	2016-01-18 15:00:00
4241	30	2016-01-18 16:00:00
3680	33	2016-01-18 17:00:00
1092	30	2016-01-18 18:00:00
126	34	2016-01-18 19:00:00
2203	35	2016-01-18 20:00:00
1725	36	2016-01-18 21:00:00
3185	37	2016-01-18 22:00:00
2972	38	2016-01-18 23:00:00
4623	38	2016-01-19 00:00:00
1497	38	2016-01-19 01:00:00
857	38	2016-01-19 02:00:00
325	38	2016-01-19 03:00:00
4628	37	2016-01-19 04:00:00
3958	36	2016-01-19 05:00:00
3459	34	2016-01-19 06:00:00
2724	34	2016-01-19 07:00:00
2046	32	2016-01-19 08:00:00
1504	33	2016-01-19 09:00:00
670	32	2016-01-19 10:00:00
568	35	2016-01-19 11:00:00
3789	37	2016-01-19 12:00:00
2296	36	2016-01-19 13:00:00
2920	34	2016-01-19 14:00:00
3490	36	2016-01-19 15:00:00
4152	34	2016-01-19 16:00:00
4804	33	2016-01-19 17:00:00
464	32	2016-01-19 18:00:00
803	27	2016-01-19 19:00:00
1666	29	2016-01-19 20:00:00
2174	29	2016-01-19 21:00:00
2948	27	2016-01-19 22:00:00
3284	28	2016-01-19 23:00:00
4321	33	2016-01-20 00:00:00
1332	32	2016-01-20 01:00:00
709	31	2016-01-20 02:00:00
301	31	2016-01-20 03:00:00
4729	31	2016-01-20 04:00:00
3838	31	2016-01-20 05:00:00
3331	27	2016-01-20 06:00:00
2685	24	2016-01-20 07:00:00
1874	23	2016-01-20 08:00:00
1730	20	2016-01-20 09:00:00
629	26	2016-01-20 10:00:00
248	26	2016-01-20 11:00:00
3808	27	2016-01-20 12:00:00
2196	26	2016-01-20 13:00:00
2745	23	2016-01-20 14:00:00
3199	25	2016-01-20 15:00:00
3990	22	2016-01-20 16:00:00
4340	21	2016-01-20 17:00:00
233	16	2016-01-20 18:00:00
788	17	2016-01-20 19:00:00
1461	23	2016-01-20 20:00:00
1833	25	2016-01-20 21:00:00
2937	25	2016-01-20 22:00:00
3443	25	2016-01-20 23:00:00
3924	25	2016-01-21 00:00:00
2205	26	2016-01-21 01:00:00
295	27	2016-01-21 02:00:00
609	28	2016-01-21 03:00:00
3834	27	2016-01-21 04:00:00
4773	27	2016-01-21 05:00:00
2678	25	2016-01-21 06:00:00
3170	20	2016-01-21 07:00:00
1441	16	2016-01-21 08:00:00
1982	9	2016-01-21 09:00:00
349	9	2016-01-21 10:00:00
823	14	2016-01-21 11:00:00
4335	17	2016-01-21 12:00:00
1619	15	2016-01-21 13:00:00
3354	15	2016-01-21 14:00:00
2887	16	2016-01-21 15:00:00
4493	15	2016-01-21 16:00:00
4124	18	2016-01-21 17:00:00
658	23	2016-01-21 18:00:00
450	25	2016-01-21 19:00:00
2092	29	2016-01-21 20:00:00
1339	30	2016-01-21 21:00:00
3083	24	2016-01-21 22:00:00
2638	24	2016-01-21 23:00:00
3062	23	2016-01-22 00:00:00
452	22	2016-01-22 01:00:00
2069	22	2016-01-22 02:00:00
1476	22	2016-01-22 03:00:00
3121	22	2016-01-22 04:00:00
2730	21	2016-01-22 05:00:00
4309	18	2016-01-22 06:00:00
3622	16	2016-01-22 07:00:00
680	9	2016-01-22 08:00:00
439	9	2016-01-22 09:00:00
1902	9	2016-01-22 10:00:00
1237	12	2016-01-22 11:00:00
586	16	2016-01-22 12:00:00
3479	18	2016-01-22 13:00:00
1526	17	2016-01-22 14:00:00
2073	22	2016-01-22 15:00:00
196	23	2016-01-22 16:00:00
1024	23	2016-01-22 17:00:00
4033	30	2016-01-22 18:00:00
4404	38	2016-01-22 19:00:00
2981	0	2016-01-22 20:00:00
3125	1	2016-01-22 21:00:00
1586	1	2016-01-22 22:00:00
1984	0	2016-01-22 23:00:00
2401	0	2016-01-23 00:00:00
716	0	2016-01-23 01:00:00
1714	0	2016-01-23 02:00:00
2363	0	2016-01-23 03:00:00
2902	0	2016-01-23 04:00:00
3337	0	2016-01-23 05:00:00
4103	0	2016-01-23 06:00:00
4603	0	2016-01-23 07:00:00
294	0	2016-01-23 08:00:00
932	0	2016-01-23 09:00:00
1286	0	2016-01-23 10:00:00
1854	0	2016-01-23 11:00:00
1172	0	2016-01-23 12:00:00
2847	0	2016-01-23 13:00:00
2040	0	2016-01-23 14:00:00
1252	0	2016-01-23 15:00:00
819	0	2016-01-23 16:00:00
259	0	2016-01-23 17:00:00
4799	0	2016-01-23 18:00:00
3636	0	2016-01-23 19:00:00
3244	0	2016-01-23 20:00:00
2585	0	2016-01-23 21:00:00
2167	0	2016-01-23 22:00:00
1612	0	2016-01-23 23:00:00
1994	0	2016-01-24 00:00:00
3672	0	2016-01-24 01:00:00
3030	0	2016-01-24 02:00:00
2664	0	2016-01-24 03:00:00
1881	0	2016-01-24 04:00:00
1549	0	2016-01-24 05:00:00
1035	0	2016-01-24 06:00:00
65	0	2016-01-24 07:00:00
4644	0	2016-01-24 08:00:00
4063	0	2016-01-24 09:00:00
3436	0	2016-01-24 10:00:00
2450	0	2016-01-24 11:00:00
1754	0	2016-01-24 12:00:00
4713	0	2016-01-24 13:00:00
442	0	2016-01-24 14:00:00
811	0	2016-01-24 15:00:00
1499	0	2016-01-24 16:00:00
2315	0	2016-01-24 17:00:00
2495	0	2016-01-24 18:00:00
3480	0	2016-01-24 19:00:00
3847	0	2016-01-24 20:00:00
4450	0	2016-01-24 21:00:00
83	0	2016-01-24 22:00:00
924	0	2016-01-24 23:00:00
1603	0	2016-01-25 00:00:00
4486	0	2016-01-25 01:00:00
2797	0	2016-01-25 02:00:00
3184	0	2016-01-25 03:00:00
1548	0	2016-01-25 04:00:00
1948	0	2016-01-25 05:00:00
564	0	2016-01-25 06:00:00
3994	0	2016-01-25 08:00:00
4477	0	2016-01-25 09:00:00
2781	0	2016-01-25 10:00:00
3147	0	2016-01-25 11:00:00
2365	0	2016-01-25 12:00:00
3809	0	2016-01-25 13:00:00
945	0	2016-01-25 14:00:00
573	0	2016-01-25 15:00:00
1945	0	2016-01-25 16:00:00
1645	0	2016-01-25 17:00:00
3007	0	2016-01-25 18:00:00
2616	0	2016-01-25 19:00:00
4609	0	2016-01-25 20:00:00
3925	0	2016-01-25 21:00:00
618	0	2016-01-25 22:00:00
335	0	2016-01-25 23:00:00
934	0	2016-01-26 00:00:00
2854	0	2016-01-26 01:00:00
4763	0	2016-01-26 02:00:00
3775	0	2016-01-26 03:00:00
849	0	2016-01-26 04:00:00
166	0	2016-01-26 05:00:00
2145	0	2016-01-26 06:00:00
1766	0	2016-01-26 07:00:00
3540	0	2016-01-26 08:00:00
2566	0	2016-01-26 09:00:00
4753	0	2016-01-26 10:00:00
4176	0	2016-01-26 11:00:00
2635	0	2016-01-26 12:00:00
700	0	2016-01-26 13:00:00
4173	0	2016-01-26 14:00:00
4645	0	2016-01-26 15:00:00
3000	0	2016-01-26 16:00:00
3371	0	2016-01-26 17:00:00
1397	0	2016-01-26 18:00:00
2293	0	2016-01-26 19:00:00
482	0	2016-01-26 20:00:00
874	0	2016-01-26 21:00:00
4180	0	2016-01-26 22:00:00
4252	0	2016-01-26 23:00:00
344	0	2016-01-27 00:00:00
3108	0	2016-01-27 01:00:00
3733	0	2016-01-27 02:00:00
4631	0	2016-01-27 03:00:00
135	0	2016-01-27 04:00:00
1105	3	2016-01-27 05:00:00
1389	2	2016-01-27 06:00:00
2148	2	2016-01-27 07:00:00
2956	0	2016-01-27 08:00:00
3446	2	2016-01-27 09:00:00
3950	5	2016-01-27 10:00:00
4331	9	2016-01-27 11:00:00
3277	12	2016-01-27 12:00:00
472	12	2016-01-27 13:00:00
4602	11	2016-01-27 14:00:00
4048	3	2016-01-27 15:00:00
3171	4	2016-01-27 16:00:00
2993	2	2016-01-27 17:00:00
2025	4	2016-01-27 18:00:00
1637	6	2016-01-27 19:00:00
1125	0	2016-01-27 20:00:00
246	0	2016-01-27 21:00:00
4653	0	2016-01-27 22:00:00
4141	0	2016-01-27 23:00:00
4693	0	2016-01-28 00:00:00
1745	0	2016-01-28 01:00:00
829	0	2016-01-28 02:00:00
516	0	2016-01-28 03:00:00
4469	0	2016-01-28 04:00:00
3963	0	2016-01-28 05:00:00
3033	0	2016-01-28 06:00:00
2980	0	2016-01-28 07:00:00
1868	0	2016-01-28 08:00:00
1707	0	2016-01-28 09:00:00
955	2	2016-01-28 10:00:00
567	1	2016-01-28 11:00:00
4212	0	2016-01-28 12:00:00
1952	3	2016-01-28 13:00:00
2560	2	2016-01-28 14:00:00
3151	3	2016-01-28 15:00:00
3776	7	2016-01-28 16:00:00
4236	2	2016-01-28 17:00:00
354	4	2016-01-28 18:00:00
752	3	2016-01-28 19:00:00
1728	4	2016-01-28 20:00:00
2154	6	2016-01-28 21:00:00
2447	6	2016-01-28 22:00:00
3265	8	2016-01-28 23:00:00
3625	5	2016-01-29 00:00:00
2264	3	2016-01-29 01:00:00
574	3	2016-01-29 02:00:00
851	3	2016-01-29 03:00:00
4058	2	2016-01-29 04:00:00
4348	1	2016-01-29 05:00:00
2790	1	2016-01-29 06:00:00
3541	0	2016-01-29 07:00:00
1656	0	2016-01-29 08:00:00
2370	2	2016-01-29 09:00:00
174	5	2016-01-29 10:00:00
901	12	2016-01-29 11:00:00
4490	14	2016-01-29 12:00:00
1394	15	2016-01-29 13:00:00
3556	16	2016-01-29 14:00:00
2716	17	2016-01-29 15:00:00
4702	22	2016-01-29 16:00:00
3897	20	2016-01-29 17:00:00
786	30	2016-01-29 18:00:00
224	34	2016-01-29 19:00:00
2355	33	2016-01-29 20:00:00
1786	31	2016-01-29 21:00:00
3160	34	2016-01-29 22:00:00
2978	33	2016-01-29 23:00:00
2966	33	2016-01-30 00:00:00
777	32	2016-01-30 01:00:00
1740	32	2016-01-30 02:00:00
2383	30	2016-01-30 03:00:00
2747	31	2016-01-30 04:00:00
3386	30	2016-01-30 05:00:00
3745	32	2016-01-30 06:00:00
4328	32	2016-01-30 07:00:00
355	29	2016-01-30 08:00:00
996	30	2016-01-30 09:00:00
1343	29	2016-01-30 10:00:00
2001	28	2016-01-30 11:00:00
1117	31	2016-01-30 12:00:00
2487	34	2016-01-30 13:00:00
1824	37	2016-01-30 14:00:00
1723	32	2016-01-30 15:00:00
757	33	2016-01-30 16:00:00
199	33	2016-01-30 17:00:00
4592	32	2016-01-30 18:00:00
4034	35	2016-01-30 19:00:00
3186	36	2016-01-30 20:00:00
2466	34	2016-01-30 21:00:00
2327	34	2016-01-30 22:00:00
1468	35	2016-01-30 23:00:00
3320	34	2016-01-31 00:00:00
319	36	2016-01-31 01:00:00
1873	37	2016-01-31 02:00:00
1491	37	2016-01-31 03:00:00
3060	37	2016-01-31 04:00:00
2589	36	2016-01-31 05:00:00
4696	36	2016-01-31 06:00:00
4064	36	2016-01-31 07:00:00
1168	36	2016-01-31 08:00:00
181	33	2016-01-31 09:00:00
2084	28	2016-01-31 10:00:00
1442	24	2016-01-31 11:00:00
421	28	2016-01-31 12:00:00
3421	37	2016-01-31 13:00:00
1222	30	2016-01-31 14:00:00
2063	31	2016-01-31 15:00:00
469	27	2016-01-31 16:00:00
876	30	2016-01-31 17:00:00
3829	34	2016-01-31 18:00:00
4586	35	2016-01-31 19:00:00
2807	36	2016-01-31 20:00:00
3211	36	2016-01-31 21:00:00
1314	30	2016-01-31 22:00:00
1841	23	2016-01-31 23:00:00
1312	25	2016-02-01 14:00:00
933	31	2016-02-01 17:00:00
3584	19	2016-02-01 21:00:00
1571	21	2016-02-01 22:00:00
2311	26	2016-02-01 23:00:00
4035	26	2016-02-02 00:00:00
1964	26	2016-02-02 01:00:00
154	26	2016-02-02 02:00:00
1021	26	2016-02-02 03:00:00
4089	26	2016-02-02 04:00:00
4640	25	2016-02-02 05:00:00
2995	21	2016-02-02 06:00:00
3016	20	2016-02-02 07:00:00
1775	21	2016-02-02 08:00:00
1904	16	2016-02-02 09:00:00
63	20	2016-02-02 10:00:00
729	21	2016-02-02 11:00:00
4563	21	2016-02-02 12:00:00
1444	26	2016-02-02 13:00:00
3155	29	2016-02-02 14:00:00
2998	34	2016-02-02 15:00:00
4826	30	2016-02-02 16:00:00
3756	31	2016-02-02 17:00:00
1127	34	2016-02-02 18:00:00
529	37	2016-02-02 19:00:00
1940	38	2016-02-02 20:00:00
1762	31	2016-02-02 21:00:00
3196	29	2016-02-02 22:00:00
2684	29	2016-02-02 23:00:00
4351	30	2016-02-03 00:00:00
1289	31	2016-02-03 01:00:00
728	31	2016-02-03 02:00:00
500	31	2016-02-03 03:00:00
4360	31	2016-02-03 04:00:00
3846	30	2016-02-03 05:00:00
3040	31	2016-02-03 06:00:00
2786	29	2016-02-03 07:00:00
2131	25	2016-02-03 08:00:00
1695	16	2016-02-03 09:00:00
853	17	2016-02-03 10:00:00
389	19	2016-02-03 11:00:00
3904	23	2016-02-03 12:00:00
2018	31	2016-02-03 13:00:00
2623	33	2016-02-03 14:00:00
3519	33	2016-02-03 15:00:00
