	DockID	Predicted	Expected	Predicted_Bin	Expected_Bin
0	490	2.64899397786	7.0	1.0	0.0
1	490	6.82924144657	28.0	0.0	0.0
2	490	27.2903770546	14.0	0.0	0.0
3	490	11.1521257144	8.0	0.0	0.0
4	490	5.89960214502	5.0	0.0	1.0
5	490	5.95462356057	0.0	0.0	1.0
6	490	2.5175234311	2.0	1.0	1.0
7	490	4.27467892511	3.0	1.0	1.0
8	490	3.97172219549	2.0	1.0	1.0
9	490	2.74009769754	3.0	1.0	1.0
10	490	2.58032507127	2.0	1.0	1.0
11	490	0.975874401644	1.0	1.0	1.0
12	490	0.208418084292	1.0	1.0	1.0
13	490	0.352911036037	0.0	1.0	1.0
14	490	2.58056929588	0.0	1.0	1.0
15	490	1.3010082286	0.0	1.0	1.0
16	490	0.650525876305	4.0	1.0	1.0
17	490	4.58162811724	3.0	1.0	1.0
18	490	2.93150789465	2.0	1.0	1.0
19	490	1.70594379814	4.0	1.0	1.0
20	490	4.1325647718	28.0	1.0	0.0
21	490	28.7646984283	56.0	0.0	0.0
22	490	57.7374627078	54.0	0.0	0.0
23	490	53.824560192	56.0	0.0	0.0
24	490	53.8077463763	47.0	0.0	0.0
25	490	44.739863093	50.0	0.0	0.0
26	490	46.6397416732	56.0	0.0	0.0
27	490	54.1734287951	36.0	0.0	0.0
28	490	34.1221770844	32.0	0.0	0.0
29	490	29.6995752818	35.0	0.0	0.0
30	490	32.7442552136	37.0	0.0	0.0
31	490	33.1510881169	56.0	0.0	0.0
32	490	52.3234143093	54.0	0.0	0.0
33	490	52.6647433809	57.0	0.0	0.0
34	490	57.4201683759	56.0	0.0	0.0
35	490	55.6612239879	53.0	0.0	0.0
36	490	52.8591840491	52.0	0.0	0.0
37	490	51.7958361357	50.0	0.0	0.0
38	490	50.5633072953	37.0	0.0	0.0
39	490	38.5785081108	47.0	0.0	0.0
40	490	46.3825904081	44.0	0.0	0.0
41	490	43.0773545989	47.0	0.0	0.0
42	490	45.5110587174	46.0	0.0	0.0
43	490	44.3931858732	41.0	0.0	0.0
44	490	41.3920570069	32.0	0.0	0.0
45	490	31.5149603352	35.0	0.0	0.0
46	490	35.4842278361	37.0	0.0	0.0
47	490	38.7680259001	34.0	0.0	0.0
48	490	35.3811310439	33.0	0.0	0.0
49	490	33.8208002747	33.0	0.0	0.0
50	490	34.5085390149	29.0	0.0	0.0
51	490	27.9735650188	32.0	0.0	0.0
52	490	32.4320976593	32.0	0.0	0.0
53	490	32.9764792321	42.0	0.0	0.0
54	490	43.6239504834	33.0	0.0	0.0
55	490	34.1544752735	38.0	0.0	0.0
56	490	38.1851581192	19.0	0.0	0.0
57	490	18.4800214356	27.0	0.0	0.0
58	490	26.1900219792	45.0	0.0	0.0
59	490	47.0107519033	39.0	0.0	0.0
60	490	40.0222906972	44.0	0.0	0.0
61	490	43.4665093888	39.0	0.0	0.0
62	490	39.2912040401	36.0	0.0	0.0
63	490	34.0899400829	32.0	0.0	0.0
64	490	30.8660552109	28.0	0.0	0.0
65	490	27.3870851962	23.0	0.0	0.0
66	490	24.8884515672	20.0	0.0	0.0
67	490	19.8911180551	23.0	0.0	0.0
68	490	23.9963085189	25.0	0.0	0.0
69	490	24.0720814317	27.0	0.0	0.0
70	490	25.879340692	29.0	0.0	0.0
71	490	30.4112121549	29.0	0.0	0.0
72	490	29.4260856463	29.0	0.0	0.0
73	490	30.0614730696	27.0	0.0	0.0
74	490	27.8245951691	33.0	0.0	0.0
75	490	34.1362144919	26.0	0.0	0.0
76	490	26.8812201824	16.0	0.0	0.0
77	490	15.5535772322	15.0	0.0	0.0
78	490	14.6617358235	1.0	0.0	1.0
79	490	0.374229564423	2.0	1.0	1.0
80	490	1.35863170395	3.0	1.0	1.0
81	490	4.11617544142	3.0	1.0	1.0
82	490	4.1033832659	0.0	1.0	1.0
83	490	0.852771540208	0.0	1.0	1.0
84	490	0.736813253657	1.0	1.0	1.0
85	490	2.33946966907	7.0	1.0	0.0
86	490	8.239984607	4.0	0.0	1.0
87	490	6.3968777478	0.0	0.0	1.0
88	490	2.01150590155	3.0	1.0	1.0
89	490	4.02420031132	4.0	1.0	1.0
90	490	5.58949831036	4.0	0.0	1.0
91	490	3.67404461258	3.0	1.0	1.0
92	490	3.09640088715	4.0	1.0	1.0
93	490	4.26272410678	0.0	1.0	1.0
94	490	-0.0878984219291	0.0	1.0	1.0
95	490	-0.766889534269	3.0	1.0	1.0
96	490	3.06300808044	2.0	1.0	1.0
97	490	1.99064809709	0.0	1.0	1.0
98	490	0.229998835502	4.0	1.0	1.0
99	490	4.34077002546	2.0	1.0	1.0
100	490	1.8126633516	1.0	1.0	1.0
101	490	0.607162104466	4.0	1.0	1.0
102	490	4.20908562981	4.0	1.0	1.0
103	490	4.54197168197	22.0	1.0	0.0
104	490	22.4320192925	3.0	0.0	1.0
105	490	3.25685457036	2.0	1.0	1.0
106	490	0.220270048666	8.0	1.0	0.0
107	490	8.1094195121	0.0	0.0	1.0
108	490	-0.188252207486	0.0	1.0	1.0
109	490	-0.739944704387	15.0	1.0	0.0
110	490	15.8676355803	15.0	0.0	0.0
111	490	15.9979370409	16.0	0.0	0.0
112	490	14.7144864341	17.0	0.0	0.0
113	490	15.6379294768	17.0	0.0	0.0
114	490	16.8279277624	18.0	0.0	0.0
115	490	16.4255949541	0.0	0.0	1.0
116	490	0.978361065197	1.0	1.0	1.0
117	490	0.38631542184	4.0	1.0	1.0
118	490	4.18349675869	1.0	1.0	1.0
119	490	1.07147990751	1.0	1.0	1.0
120	490	0.223183573579	2.0	1.0	1.0
121	490	1.20444039136	1.0	1.0	1.0
122	490	1.32409096386	5.0	1.0	1.0
123	490	4.96218539924	17.0	1.0	0.0
124	490	18.1127084501	30.0	0.0	0.0
125	490	32.1477343307	23.0	0.0	0.0
126	490	23.5718725948	32.0	0.0	0.0
127	490	32.6575927477	32.0	0.0	0.0
128	490	31.3632551369	25.0	0.0	0.0
129	490	23.0063055471	19.0	0.0	0.0
130	490	17.6236602935	17.0	0.0	0.0
131	490	16.3216885226	18.0	0.0	0.0
132	490	17.0860324618	19.0	0.0	0.0
133	490	17.671725648	22.0	0.0	0.0
134	490	20.4398627495	19.0	0.0	0.0
135	490	17.4574247345	1.0	0.0	1.0
136	490	-1.21870245418	0.0	1.0	1.0
137	490	-0.157152236145	0.0	1.0	1.0
138	490	0.593021314579	2.0	1.0	1.0
139	490	3.80594454303	0.0	1.0	1.0
140	490	2.32325234454	1.0	1.0	1.0
141	490	2.75265003397	4.0	1.0	1.0
142	490	4.77628340027	12.0	1.0	0.0
143	490	12.2368561955	13.0	0.0	0.0
144	490	13.7757767666	18.0	0.0	0.0
145	490	19.2015682692	48.0	0.0	0.0
146	490	50.4252013982	48.0	0.0	0.0
147	490	50.2866581518	47.0	0.0	0.0
148	490	44.6861701054	52.0	0.0	0.0
149	490	50.4516576559	45.0	0.0	0.0
150	490	42.9113460456	26.0	0.0	0.0
151	490	22.5233676682	17.0	0.0	0.0
152	490	14.1013219472	15.0	0.0	0.0
153	490	13.8853467628	15.0	0.0	0.0
154	490	13.3407456743	16.0	0.0	0.0
155	490	14.388500823	13.0	0.0	0.0
156	490	11.8604739621	13.0	0.0	0.0
157	490	10.623617063	29.0	0.0	0.0
158	490	30.2422650655	0.0	0.0	1.0
159	490	1.10811153978	0.0	1.0	1.0
160	490	0.417726025329	2.0	1.0	1.0
161	490	6.21490668957	0.0	0.0	1.0
162	490	3.42629145793	0.0	1.0	1.0
163	490	1.37859987154	0.0	1.0	1.0
164	490	1.51555456255	11.0	1.0	0.0
165	490	12.2103447039	5.0	0.0	1.0
166	490	5.02236898585	36.0	0.0	0.0
167	490	36.2520762401	50.0	0.0	0.0
168	490	52.7672387493	43.0	0.0	0.0
169	490	41.9038266765	45.0	0.0	0.0
170	490	45.8584255906	55.0	0.0	0.0
171	490	53.7725304695	47.0	0.0	0.0
172	490	44.6162520894	47.0	0.0	0.0
173	490	44.5513047335	43.0	0.0	0.0
174	490	41.5182939306	37.0	0.0	0.0
175	490	34.7373931011	40.0	0.0	0.0
176	490	35.7624972225	41.0	0.0	0.0
177	490	38.9560233727	40.0	0.0	0.0
178	490	36.2436187335	40.0	0.0	0.0
179	490	38.8479366438	42.0	0.0	0.0
180	490	42.4974617165	36.0	0.0	0.0
181	490	35.662522552	39.0	0.0	0.0
182	490	38.4404472726	38.0	0.0	0.0
183	490	39.7623754552	47.0	0.0	0.0
184	490	47.9467184834	43.0	0.0	0.0
185	490	43.9278704747	45.0	0.0	0.0
186	490	45.0957966859	42.0	0.0	0.0
187	490	41.5430491872	45.0	0.0	0.0
188	490	44.5542320566	47.0	0.0	0.0
189	490	47.0313256651	36.0	0.0	0.0
190	490	35.8493853025	31.0	0.0	0.0
191	490	30.29792751	25.0	0.0	0.0
192	490	25.3147314323	25.0	0.0	0.0
193	490	24.2982133874	14.0	0.0	0.0
194	490	14.1744776825	13.0	0.0	0.0
195	490	12.8258312781	16.0	0.0	0.0
196	490	17.9152408592	19.0	0.0	0.0
197	490	19.9980315037	24.0	0.0	0.0
198	490	25.3151352373	26.0	0.0	0.0
199	490	27.4906107003	22.0	0.0	0.0
200	490	23.2123670771	21.0	0.0	0.0
201	490	22.6446035486	21.0	0.0	0.0
202	490	22.0583437017	16.0	0.0	0.0
203	490	17.1894693279	15.0	0.0	0.0
