	avail_bikes	timestamp
3629	21	2016-01-10 04:00:00
4620	21	2016-01-10 05:00:00
2617	21	2016-01-10 06:00:00
3604	21	2016-01-10 07:00:00
1410	21	2016-01-10 08:00:00
1907	22	2016-01-10 09:00:00
409	22	2016-01-10 10:00:00
781	21	2016-01-10 11:00:00
4654	21	2016-01-10 12:00:00
1737	21	2016-01-10 13:00:00
3457	20	2016-01-10 14:00:00
2538	20	2016-01-10 15:00:00
4441	20	2016-01-10 16:00:00
3708	20	2016-01-10 17:00:00
860	21	2016-01-10 18:00:00
479	20	2016-01-10 19:00:00
2084	20	2016-01-10 20:00:00
1781	20	2016-01-10 21:00:00
3246	20	2016-01-10 22:00:00
2789	20	2016-01-10 23:00:00
4386	20	2016-01-11 00:00:00
1782	20	2016-01-11 01:00:00
1149	20	2016-01-11 02:00:00
183	20	2016-01-11 03:00:00
4715	20	2016-01-11 04:00:00
3792	20	2016-01-11 05:00:00
3162	20	2016-01-11 06:00:00
2792	21	2016-01-11 07:00:00
2230	23	2016-01-11 08:00:00
1397	25	2016-01-11 09:00:00
760	29	2016-01-11 10:00:00
393	30	2016-01-11 11:00:00
3768	29	2016-01-11 12:00:00
1861	30	2016-01-11 13:00:00
2407	28	2016-01-11 14:00:00
3379	27	2016-01-11 15:00:00
4190	27	2016-01-11 16:00:00
4633	24	2016-01-11 17:00:00
348	23	2016-01-11 18:00:00
720	22	2016-01-11 19:00:00
1780	23	2016-01-11 20:00:00
2068	24	2016-01-11 21:00:00
2771	22	2016-01-11 22:00:00
3144	22	2016-01-11 23:00:00
2892	21	2016-01-12 00:00:00
1007	21	2016-01-12 01:00:00
1746	21	2016-01-12 02:00:00
1870	21	2016-01-12 03:00:00
2991	21	2016-01-12 04:00:00
3372	21	2016-01-12 05:00:00
4013	22	2016-01-12 06:00:00
4629	23	2016-01-12 07:00:00
284	25	2016-01-12 08:00:00
952	30	2016-01-12 09:00:00
1284	30	2016-01-12 10:00:00
1934	31	2016-01-12 11:00:00
616	31	2016-01-12 12:00:00
2592	23	2016-01-12 13:00:00
1846	24	2016-01-12 14:00:00
1679	25	2016-01-12 15:00:00
1091	23	2016-01-12 16:00:00
114	17	2016-01-12 17:00:00
4822	13	2016-01-12 18:00:00
3785	12	2016-01-12 19:00:00
3430	11	2016-01-12 20:00:00
2625	10	2016-01-12 21:00:00
2320	9	2016-01-12 22:00:00
1238	9	2016-01-12 23:00:00
3243	9	2016-01-13 00:00:00
398	9	2016-01-13 01:00:00
1811	9	2016-01-13 02:00:00
1656	9	2016-01-13 03:00:00
3174	9	2016-01-13 04:00:00
2658	9	2016-01-13 05:00:00
4248	9	2016-01-13 06:00:00
3934	11	2016-01-13 07:00:00
635	16	2016-01-13 08:00:00
44	21	2016-01-13 09:00:00
1950	21	2016-01-13 10:00:00
1589	22	2016-01-13 11:00:00
97	22	2016-01-13 12:00:00
3014	23	2016-01-13 13:00:00
1484	24	2016-01-13 14:00:00
1872	23	2016-01-13 15:00:00
396	20	2016-01-13 16:00:00
853	16	2016-01-13 17:00:00
3657	13	2016-01-13 18:00:00
4577	11	2016-01-13 19:00:00
2522	8	2016-01-13 20:00:00
3371	8	2016-01-13 21:00:00
1242	10	2016-01-13 22:00:00
2150	10	2016-01-13 23:00:00
1486	9	2016-01-14 00:00:00
4357	9	2016-01-14 01:00:00
2707	9	2016-01-14 02:00:00
3091	9	2016-01-14 03:00:00
1697	9	2016-01-14 04:00:00
1899	9	2016-01-14 05:00:00
220	8	2016-01-14 06:00:00
738	9	2016-01-14 07:00:00
4100	10	2016-01-14 08:00:00
4632	17	2016-01-14 09:00:00
2489	20	2016-01-14 10:00:00
3135	21	2016-01-14 11:00:00
2159	22	2016-01-14 12:00:00
3974	23	2016-01-14 13:00:00
765	23	2016-01-14 14:00:00
107	23	2016-01-14 15:00:00
2375	21	2016-01-14 16:00:00
1247	16	2016-01-14 17:00:00
3554	16	2016-01-14 18:00:00
2533	16	2016-01-14 19:00:00
4312	15	2016-01-14 20:00:00
3698	15	2016-01-14 21:00:00
1027	15	2016-01-14 22:00:00
489	14	2016-01-14 23:00:00
2206	14	2016-01-15 00:00:00
4007	14	2016-01-15 01:00:00
3008	14	2016-01-15 02:00:00
2874	14	2016-01-15 03:00:00
2177	14	2016-01-15 04:00:00
1606	13	2016-01-15 05:00:00
798	13	2016-01-15 06:00:00
139	14	2016-01-15 07:00:00
4432	16	2016-01-15 08:00:00
4020	25	2016-01-15 09:00:00
3117	31	2016-01-15 10:00:00
2905	31	2016-01-15 11:00:00
1433	21	2016-01-15 12:00:00
4552	21	2016-01-15 13:00:00
508	21	2016-01-15 14:00:00
631	20	2016-01-15 15:00:00
1673	18	2016-01-15 16:00:00
2221	13	2016-01-15 17:00:00
2584	9	2016-01-15 18:00:00
3302	9	2016-01-15 19:00:00
4096	8	2016-01-15 20:00:00
4704	7	2016-01-15 21:00:00
254	6	2016-01-15 22:00:00
1012	6	2016-01-15 23:00:00
525	7	2016-01-16 00:00:00
3406	7	2016-01-16 01:00:00
3801	7	2016-01-16 02:00:00
4508	7	2016-01-16 03:00:00
356	7	2016-01-16 04:00:00
893	7	2016-01-16 05:00:00
1502	7	2016-01-16 06:00:00
2338	7	2016-01-16 07:00:00
2915	6	2016-01-16 08:00:00
3434	5	2016-01-16 09:00:00
4011	6	2016-01-16 10:00:00
4494	5	2016-01-16 11:00:00
3359	7	2016-01-16 12:00:00
387	6	2016-01-16 13:00:00
4269	6	2016-01-16 14:00:00
4033	8	2016-01-16 15:00:00
3017	8	2016-01-16 16:00:00
2648	8	2016-01-16 17:00:00
2106	10	2016-01-16 18:00:00
1663	11	2016-01-16 19:00:00
600	11	2016-01-16 20:00:00
171	11	2016-01-16 21:00:00
4514	11	2016-01-16 22:00:00
4055	11	2016-01-16 23:00:00
967	11	2016-01-17 00:00:00
2990	11	2016-01-17 01:00:00
4786	10	2016-01-17 02:00:00
3977	10	2016-01-17 03:00:00
1102	10	2016-01-17 04:00:00
566	10	2016-01-17 05:00:00
1856	10	2016-01-17 06:00:00
1379	10	2016-01-17 07:00:00
3569	10	2016-01-17 08:00:00
2585	9	2016-01-17 09:00:00
4588	9	2016-01-17 10:00:00
3759	10	2016-01-17 11:00:00
2572	13	2016-01-17 12:00:00
768	13	2016-01-17 13:00:00
3786	12	2016-01-17 14:00:00
4303	13	2016-01-17 15:00:00
2413	13	2016-01-17 16:00:00
3608	14	2016-01-17 17:00:00
1235	15	2016-01-17 18:00:00
1798	14	2016-01-17 19:00:00
423	13	2016-01-17 20:00:00
1120	13	2016-01-17 21:00:00
4072	13	2016-01-17 22:00:00
4663	13	2016-01-17 23:00:00
4077	13	2016-01-18 00:00:00
2203	13	2016-01-18 01:00:00
543	13	2016-01-18 02:00:00
1130	13	2016-01-18 03:00:00
4186	13	2016-01-18 04:00:00
4695	13	2016-01-18 05:00:00
2496	13	2016-01-18 06:00:00
3140	13	2016-01-18 07:00:00
1702	13	2016-01-18 08:00:00
2258	13	2016-01-18 09:00:00
23	13	2016-01-18 10:00:00
741	14	2016-01-18 11:00:00
4683	14	2016-01-18 12:00:00
1374	15	2016-01-18 13:00:00
3603	15	2016-01-18 14:00:00
2427	15	2016-01-18 15:00:00
4240	15	2016-01-18 16:00:00
4015	16	2016-01-18 17:00:00
1084	16	2016-01-18 18:00:00
127	16	2016-01-18 19:00:00
2197	16	2016-01-18 20:00:00
1726	16	2016-01-18 21:00:00
3355	16	2016-01-18 22:00:00
2799	16	2016-01-18 23:00:00
4630	16	2016-01-19 00:00:00
1258	15	2016-01-19 01:00:00
815	15	2016-01-19 02:00:00
324	15	2016-01-19 03:00:00
4635	15	2016-01-19 04:00:00
3808	15	2016-01-19 05:00:00
3240	15	2016-01-19 06:00:00
2811	15	2016-01-19 07:00:00
2040	17	2016-01-19 08:00:00
1650	23	2016-01-19 09:00:00
755	25	2016-01-19 10:00:00
484	26	2016-01-19 11:00:00
3686	27	2016-01-19 12:00:00
2291	27	2016-01-19 13:00:00
2908	27	2016-01-19 14:00:00
3203	27	2016-01-19 15:00:00
3897	26	2016-01-19 16:00:00
4524	23	2016-01-19 17:00:00
464	22	2016-01-19 18:00:00
685	21	2016-01-19 19:00:00
1475	20	2016-01-19 20:00:00
2169	20	2016-01-19 21:00:00
2535	19	2016-01-19 22:00:00
3440	19	2016-01-19 23:00:00
4323	19	2016-01-20 00:00:00
1343	19	2016-01-20 01:00:00
714	19	2016-01-20 02:00:00
301	19	2016-01-20 03:00:00
4335	19	2016-01-20 04:00:00
3841	19	2016-01-20 05:00:00
3326	19	2016-01-20 06:00:00
2954	20	2016-01-20 07:00:00
2330	23	2016-01-20 08:00:00
1731	30	2016-01-20 09:00:00
1106	30	2016-01-20 10:00:00
246	30	2016-01-20 11:00:00
3807	17	2016-01-20 12:00:00
2189	19	2016-01-20 13:00:00
2741	20	2016-01-20 14:00:00
3198	17	2016-01-20 15:00:00
3995	16	2016-01-20 16:00:00
4358	12	2016-01-20 17:00:00
231	12	2016-01-20 18:00:00
788	12	2016-01-20 19:00:00
1472	12	2016-01-20 20:00:00
1833	11	2016-01-20 21:00:00
2994	10	2016-01-20 22:00:00
3435	9	2016-01-20 23:00:00
3922	9	2016-01-21 00:00:00
2199	9	2016-01-21 01:00:00
294	9	2016-01-21 02:00:00
687	9	2016-01-21 03:00:00
3837	9	2016-01-21 04:00:00
4773	9	2016-01-21 05:00:00
2850	9	2016-01-21 06:00:00
3170	9	2016-01-21 07:00:00
1451	13	2016-01-21 08:00:00
1810	21	2016-01-21 09:00:00
347	23	2016-01-21 10:00:00
828	23	2016-01-21 11:00:00
4339	23	2016-01-21 12:00:00
1620	24	2016-01-21 13:00:00
3125	25	2016-01-21 14:00:00
2879	25	2016-01-21 15:00:00
4496	25	2016-01-21 16:00:00
4127	22	2016-01-21 17:00:00
1005	18	2016-01-21 18:00:00
449	19	2016-01-21 19:00:00
2087	19	2016-01-21 20:00:00
1349	18	2016-01-21 21:00:00
3084	17	2016-01-21 22:00:00
2632	17	2016-01-21 23:00:00
3220	17	2016-01-22 00:00:00
451	17	2016-01-22 01:00:00
2063	17	2016-01-22 02:00:00
1487	17	2016-01-22 03:00:00
3121	17	2016-01-22 04:00:00
2728	17	2016-01-22 05:00:00
4364	17	2016-01-22 06:00:00
3623	17	2016-01-22 07:00:00
610	20	2016-01-22 08:00:00
437	24	2016-01-22 09:00:00
1901	26	2016-01-22 10:00:00
1239	25	2016-01-22 11:00:00
444	24	2016-01-22 12:00:00
3471	24	2016-01-22 13:00:00
1533	25	2016-01-22 14:00:00
2067	25	2016-01-22 15:00:00
197	23	2016-01-22 16:00:00
740	20	2016-01-22 17:00:00
4040	18	2016-01-22 18:00:00
4420	16	2016-01-22 19:00:00
2669	15	2016-01-22 20:00:00
3335	15	2016-01-22 21:00:00
1587	14	2016-01-22 22:00:00
2322	0	2016-01-22 23:00:00
2906	0	2016-01-23 00:00:00
722	0	2016-01-23 01:00:00
1714	0	2016-01-23 02:00:00
1854	0	2016-01-23 03:00:00
2688	0	2016-01-23 04:00:00
3333	0	2016-01-23 05:00:00
4108	0	2016-01-23 06:00:00
4278	0	2016-01-23 07:00:00
293	0	2016-01-23 08:00:00
784	0	2016-01-23 09:00:00
1294	0	2016-01-23 10:00:00
1942	0	2016-01-23 11:00:00
1069	0	2016-01-23 12:00:00
2840	0	2016-01-23 13:00:00
2035	0	2016-01-23 14:00:00
1541	0	2016-01-23 15:00:00
824	0	2016-01-23 16:00:00
257	0	2016-01-23 17:00:00
4247	0	2016-01-23 18:00:00
3637	0	2016-01-23 19:00:00
3241	0	2016-01-23 20:00:00
2521	0	2016-01-23 21:00:00
2162	0	2016-01-23 22:00:00
1611	0	2016-01-23 23:00:00
1828	0	2016-01-24 00:00:00
3672	0	2016-01-24 01:00:00
3030	0	2016-01-24 02:00:00
2660	0	2016-01-24 03:00:00
2037	0	2016-01-24 04:00:00
1659	0	2016-01-24 05:00:00
1044	0	2016-01-24 06:00:00
62	0	2016-01-24 07:00:00
4651	0	2016-01-24 08:00:00
4069	0	2016-01-24 09:00:00
3429	0	2016-01-24 10:00:00
2449	0	2016-01-24 11:00:00
1755	0	2016-01-24 12:00:00
4717	0	2016-01-24 13:00:00
440	0	2016-01-24 14:00:00
813	0	2016-01-24 15:00:00
1506	0	2016-01-24 16:00:00
2309	0	2016-01-24 17:00:00
2494	0	2016-01-24 18:00:00
3472	0	2016-01-24 19:00:00
3849	0	2016-01-24 20:00:00
4356	0	2016-01-24 21:00:00
81	0	2016-01-24 22:00:00
938	0	2016-01-24 23:00:00
1602	0	2016-01-25 00:00:00
4641	0	2016-01-25 01:00:00
2795	0	2016-01-25 02:00:00
3540	0	2016-01-25 03:00:00
1553	0	2016-01-25 04:00:00
1944	0	2016-01-25 05:00:00
564	0	2016-01-25 06:00:00
4001	0	2016-01-25 08:00:00
4765	0	2016-01-25 09:00:00
2846	0	2016-01-25 10:00:00
3147	0	2016-01-25 11:00:00
2363	0	2016-01-25 12:00:00
3809	0	2016-01-25 13:00:00
881	0	2016-01-25 14:00:00
575	0	2016-01-25 15:00:00
1941	0	2016-01-25 16:00:00
1645	0	2016-01-25 17:00:00
3007	0	2016-01-25 18:00:00
2613	0	2016-01-25 19:00:00
4616	0	2016-01-25 20:00:00
3923	0	2016-01-25 21:00:00
620	0	2016-01-25 22:00:00
334	0	2016-01-25 23:00:00
949	0	2016-01-26 00:00:00
2777	0	2016-01-26 01:00:00
4481	0	2016-01-26 02:00:00
3775	0	2016-01-26 03:00:00
1135	0	2016-01-26 04:00:00
460	0	2016-01-26 05:00:00
2139	0	2016-01-26 06:00:00
1766	0	2016-01-26 07:00:00
3184	0	2016-01-26 08:00:00
2561	0	2016-01-26 09:00:00
4489	0	2016-01-26 10:00:00
4176	0	2016-01-26 11:00:00
2630	0	2016-01-26 12:00:00
705	0	2016-01-26 13:00:00
4172	0	2016-01-26 14:00:00
4652	0	2016-01-26 15:00:00
3000	0	2016-01-26 16:00:00
3365	0	2016-01-26 17:00:00
1408	0	2016-01-26 18:00:00
2288	0	2016-01-26 19:00:00
483	0	2016-01-26 20:00:00
958	0	2016-01-26 21:00:00
4180	0	2016-01-26 22:00:00
4251	0	2016-01-26 23:00:00
342	0	2016-01-27 00:00:00
3111	0	2016-01-27 01:00:00
3730	0	2016-01-27 02:00:00
4638	0	2016-01-27 03:00:00
135	0	2016-01-27 04:00:00
634	0	2016-01-27 05:00:00
1400	0	2016-01-27 06:00:00
2142	0	2016-01-27 07:00:00
2682	0	2016-01-27 08:00:00
3069	0	2016-01-27 09:00:00
3952	0	2016-01-27 10:00:00
4319	0	2016-01-27 11:00:00
3522	0	2016-01-27 12:00:00
472	0	2016-01-27 13:00:00
4609	0	2016-01-27 14:00:00
4056	0	2016-01-27 15:00:00
3171	0	2016-01-27 16:00:00
2935	0	2016-01-27 17:00:00
2021	0	2016-01-27 18:00:00
1640	0	2016-01-27 19:00:00
1127	0	2016-01-27 20:00:00
245	0	2016-01-27 21:00:00
4470	0	2016-01-27 22:00:00
4088	0	2016-01-27 23:00:00
4698	0	2016-01-28 00:00:00
1745	0	2016-01-28 01:00:00
834	0	2016-01-28 02:00:00
519	0	2016-01-28 03:00:00
4520	0	2016-01-28 04:00:00
3965	0	2016-01-28 05:00:00
3288	0	2016-01-28 06:00:00
2980	0	2016-01-28 07:00:00
1869	0	2016-01-28 08:00:00
1570	0	2016-01-28 09:00:00
655	0	2016-01-28 10:00:00
567	0	2016-01-28 11:00:00
4211	0	2016-01-28 12:00:00
1948	0	2016-01-28 13:00:00
2512	0	2016-01-28 14:00:00
3247	0	2016-01-28 15:00:00
3776	0	2016-01-28 16:00:00
4737	0	2016-01-28 17:00:00
351	0	2016-01-28 18:00:00
831	0	2016-01-28 19:00:00
1582	0	2016-01-28 20:00:00
2148	0	2016-01-28 21:00:00
2877	0	2016-01-28 22:00:00
3258	0	2016-01-28 23:00:00
3626	0	2016-01-29 00:00:00
2125	0	2016-01-29 01:00:00
576	0	2016-01-29 02:00:00
857	0	2016-01-29 03:00:00
4064	0	2016-01-29 04:00:00
4351	0	2016-01-29 05:00:00
2894	0	2016-01-29 06:00:00
3398	26	2016-01-29 07:00:00
1730	28	2016-01-29 08:00:00
2368	30	2016-01-29 09:00:00
174	30	2016-01-29 10:00:00
910	29	2016-01-29 11:00:00
4493	28	2016-01-29 12:00:00
1405	29	2016-01-29 13:00:00
3127	29	2016-01-29 14:00:00
2867	29	2016-01-29 15:00:00
4492	28	2016-01-29 16:00:00
3866	25	2016-01-29 17:00:00
1182	23	2016-01-29 18:00:00
146	22	2016-01-29 19:00:00
1977	21	2016-01-29 20:00:00
1787	21	2016-01-29 21:00:00
3510	19	2016-01-29 22:00:00
2424	18	2016-01-29 23:00:00
2965	18	2016-01-30 00:00:00
775	18	2016-01-30 01:00:00
1740	18	2016-01-30 02:00:00
2381	18	2016-01-30 03:00:00
2743	18	2016-01-30 04:00:00
3378	18	2016-01-30 05:00:00
3743	18	2016-01-30 06:00:00
4332	18	2016-01-30 07:00:00
352	16	2016-01-30 08:00:00
1002	16	2016-01-30 09:00:00
1354	16	2016-01-30 10:00:00
1999	16	2016-01-30 11:00:00
1117	16	2016-01-30 12:00:00
2714	15	2016-01-30 13:00:00
1825	17	2016-01-30 14:00:00
1724	18	2016-01-30 15:00:00
757	17	2016-01-30 16:00:00
200	17	2016-01-30 17:00:00
4599	18	2016-01-30 18:00:00
4041	19	2016-01-30 19:00:00
3185	19	2016-01-30 20:00:00
2462	20	2016-01-30 21:00:00
2179	20	2016-01-30 22:00:00
1479	20	2016-01-30 23:00:00
3315	20	2016-01-31 00:00:00
317	20	2016-01-31 01:00:00
1874	20	2016-01-31 02:00:00
1387	20	2016-01-31 03:00:00
3059	20	2016-01-31 04:00:00
2458	20	2016-01-31 05:00:00
4256	20	2016-01-31 06:00:00
4070	20	2016-01-31 07:00:00
904	20	2016-01-31 08:00:00
180	21	2016-01-31 09:00:00
2078	20	2016-01-31 10:00:00
1452	20	2016-01-31 11:00:00
416	21	2016-01-31 12:00:00
3414	22	2016-01-31 13:00:00
1223	24	2016-01-31 14:00:00
2058	25	2016-01-31 15:00:00
469	25	2016-01-31 16:00:00
702	25	2016-01-31 17:00:00
3830	29	2016-01-31 18:00:00
4580	28	2016-01-31 19:00:00
2594	28	2016-01-31 20:00:00
3383	28	2016-01-31 21:00:00
1609	28	2016-01-31 22:00:00
1841	28	2016-01-31 23:00:00
1324	28	2016-02-01 14:00:00
947	24	2016-02-01 17:00:00
3207	19	2016-02-01 21:00:00
1573	17	2016-02-01 22:00:00
2306	18	2016-02-01 23:00:00
4042	18	2016-02-02 00:00:00
1959	18	2016-02-02 01:00:00
154	18	2016-02-02 02:00:00
818	18	2016-02-02 03:00:00
3940	18	2016-02-02 04:00:00
4647	18	2016-02-02 05:00:00
2996	18	2016-02-02 06:00:00
3016	18	2016-02-02 07:00:00
1775	23	2016-02-02 08:00:00
2005	30	2016-02-02 09:00:00
59	29	2016-02-02 10:00:00
812	30	2016-02-02 11:00:00
4571	29	2016-02-02 12:00:00
1454	29	2016-02-02 13:00:00
3154	29	2016-02-02 14:00:00
2435	29	2016-02-02 15:00:00
4826	29	2016-02-02 16:00:00
3754	23	2016-02-02 17:00:00
1129	22	2016-02-02 18:00:00
530	17	2016-02-02 19:00:00
1937	17	2016-02-02 20:00:00
1689	17	2016-02-02 21:00:00
3405	17	2016-02-02 22:00:00
2681	17	2016-02-02 23:00:00
4354	17	2016-02-03 00:00:00
1298	17	2016-02-03 01:00:00
795	17	2016-02-03 02:00:00
504	17	2016-02-03 03:00:00
4363	17	2016-02-03 04:00:00
3848	17	2016-02-03 05:00:00
3411	17	2016-02-03 06:00:00
2783	17	2016-02-03 07:00:00
2128	21	2016-02-03 08:00:00
1389	24	2016-02-03 09:00:00
1032	25	2016-02-03 10:00:00
383	26	2016-02-03 11:00:00
3904	27	2016-02-03 12:00:00
2015	27	2016-02-03 13:00:00
2841	27	2016-02-03 14:00:00
3391	27	2016-02-03 15:00:00
